2
86
54
     0.224391     -1.56686
     0.215595     -1.55163
     0.214058     -1.54919
     0.203726     -1.53744
     0.193394     -1.52517
     0.186351     -1.50459
     0.183062     -1.49701
     0.172730     -1.46637
     0.170314     -1.45756
     0.162398     -1.43059
     0.158347     -1.41052
     0.152066     -1.37284
     0.150661     -1.36348
     0.145593     -1.31644
     0.142797     -1.26940
     0.141733     -1.25039
     0.139365     -1.22237
     0.135940     -1.17533
     0.133961     -1.12829
     0.133429     -1.08125
     0.134097     -1.03421
     0.135884    -0.987176
     0.138266    -0.940138
     0.141733    -0.893663
     0.141762    -0.893100
     0.144276    -0.846062
     0.147890    -0.799025
     0.152066    -0.757067
     0.152535    -0.751987
     0.159740    -0.704949
     0.162398    -0.695229
     0.172730    -0.673364
     0.180864    -0.657911
     0.183062    -0.652419
     0.193394    -0.619740
     0.197185    -0.610873
     0.203726    -0.590325
     0.214058    -0.573265
     0.221609    -0.563835
     0.224391    -0.559460
     0.234723    -0.546254
     0.245055    -0.545140
     0.255387    -0.552071
     0.265719    -0.560009
     0.276051    -0.556045
     0.286383    -0.549187
     0.296715    -0.559527
     0.298709    -0.563835
     0.307048    -0.580765
     0.317380    -0.609597
     0.317683    -0.610873
     0.325876    -0.657911
     0.327712    -0.671085
     0.332940    -0.704949
     0.337610    -0.751987
     0.338044    -0.756438
     0.344125    -0.799025
     0.348376    -0.832485
     0.350129    -0.846062
     0.354948    -0.893100
     0.356618    -0.940138
     0.354798    -0.987176
     0.352210     -1.03421
     0.349269     -1.08125
     0.348376     -1.09036
     0.345062     -1.12829
     0.338982     -1.17533
     0.338044     -1.18244
     0.332711     -1.22237
     0.327712     -1.26100
     0.326345     -1.26940
     0.321138     -1.31644
     0.317380     -1.35502
     0.316710     -1.36348
     0.307993     -1.41052
     0.307048     -1.41324
     0.296715     -1.44526
     0.293346     -1.45756
     0.286383     -1.48518
     0.280214     -1.50459
     0.276051     -1.51687
     0.265719     -1.52805
     0.255387     -1.54396
     0.252683     -1.55163
     0.245055     -1.57043
     0.234723     -1.57678
     0.203726     -1.32641
     0.198219     -1.31644
     0.193394     -1.30835
     0.183062     -1.28016
     0.180589     -1.26940
     0.172860     -1.22237
     0.172730     -1.22140
     0.167128     -1.17533
     0.163250     -1.12829
     0.162592     -1.08125
     0.164271     -1.03421
     0.166580    -0.987176
     0.169173    -0.940138
     0.172238    -0.893100
     0.172730    -0.887657
     0.176712    -0.846062
     0.183062    -0.815220
     0.187834    -0.799025
     0.193394    -0.782877
     0.203726    -0.757127
     0.206000    -0.751987
     0.214058    -0.729566
     0.224391    -0.712849
     0.234723    -0.705403
     0.236225    -0.704949
     0.245055    -0.701780
     0.254818    -0.704949
     0.255387    -0.705166
     0.265719    -0.723238
     0.273425    -0.751987
     0.276051    -0.764886
     0.282397    -0.799025
     0.286383    -0.823376
     0.290079    -0.846062
     0.294717    -0.893100
     0.296715    -0.931102
     0.297188    -0.940138
     0.297291    -0.987176
     0.296715    -0.996416
     0.294393     -1.03421
     0.289177     -1.08125
     0.286383     -1.10480
     0.283975     -1.12829
     0.277725     -1.17533
     0.276051     -1.18545
     0.269555     -1.22237
     0.265719     -1.24060
     0.257494     -1.26940
     0.255387     -1.27744
     0.245055     -1.31131
     0.242418     -1.31644
     0.234723     -1.33006
     0.224391     -1.33679
     0.214058     -1.33649
