2
45
33
0.2599	0.7995
0.2603	0.8126
0.2613	0.8270
0.2641	0.8408
0.2679	0.8504
0.2745	0.8552
0.2835	0.8594
0.2920	0.8642
0.3019	0.8655
0.3128	0.8655
0.3275	0.8642
0.3374	0.8607
0.3501	0.8573
0.3605	0.8538
0.3714	0.8497
0.3804	0.8422
0.3875	0.8332
0.3936	0.8201
0.3998	0.8077
0.4068	0.7967
0.4106	0.7871
0.4144	0.7761
0.4206	0.7651
0.4224	0.7582
0.4215	0.7500
0.4182	0.7424
0.4149	0.7286
0.4102	0.7217
0.4050	0.7183
0.3936	0.7121
0.3827	0.7087
0.3724	0.7080
0.3629	0.7100
0.3506	0.7121
0.3379	0.7155
0.3251	0.7204
0.3147	0.7259
0.3048	0.7321
0.2906	0.7403
0.2844	0.7465
0.2769	0.7582
0.2712	0.7678
0.2655	0.7788
0.2603	0.7905
0.2599	0.7995
0.2826	0.8022
0.2830	0.8091
0.2863	0.8146
0.2911	0.8222
0.2991	0.8284
0.3104	0.8298
0.3204	0.8298
0.3275	0.8277
0.3369	0.8243
0.3464	0.8208
0.3558	0.8167
0.3615	0.8119
0.3676	0.8057
0.3733	0.7995
0.3794	0.7899
0.3827	0.7768
0.3846	0.7658
0.3846	0.7555
0.3823	0.7472
0.3785	0.7417
0.3724	0.7376
0.3634	0.7355
0.3525	0.7341
0.3421	0.7341
0.3331	0.7376
0.3237	0.7417
0.3147	0.7479
0.3062	0.7534
0.2986	0.7610
0.2915	0.7706
0.2863	0.7816
0.2835	0.7933
0.2826	0.8022
