0.2536	-1.105
0.2536	-1.071
0.2546	-1.036
0.2580	-0.9959
0.2624	-0.9488
0.2682	-0.8984
0.2753	-0.8417
0.2811	-0.7945
0.2889	-0.7410
0.2980	-0.6937
0.3093	-0.6401
0.3198	-0.6053
0.3341	-0.5798
0.3449	-0.5733
0.3548	-0.5762
0.3616	-0.5948
0.3677	-0.6355
0.3724	-0.6667
0.3755	-0.7106
0.3779	-0.7764
0.3786	-0.8140
0.3786	-0.8454
0.3772	-0.8800
0.3728	-0.9460
0.3656	-1.034
0.3588	-1.087
0.3510	-1.159
0.3425	-1.213
0.3344	-1.260
0.3262	-1.301
0.3140	-1.371
0.3035	-1.421
0.2960	-1.446
0.2875	-1.462
0.2814	-1.459
0.2743	-1.453
0.2678	-1.438
0.2620	-1.419
0.2600	-1.394
0.2576	-1.353
0.2559	-1.294
0.2549	-1.218
0.2542	-1.152
0.2536	-1.105
