0.2774	0.8124
0.2785	0.8213
0.2874	0.8422
0.2923	0.8486
0.2981	0.8526
0.3030	0.8561
0.3073	0.8571
0.3153	0.8566
0.3269	0.8536
0.3352	0.8486
0.3421	0.8442
0.3505	0.8342
0.3574	0.8218
0.3628	0.8099
0.3686	0.7970
0.3749	0.7826
0.3812	0.7691
0.3882	0.7547
0.3919	0.7453
0.3945	0.7349
0.3951	0.7284
0.3953	0.7269
0.3951	0.7214
0.3933	0.7115
0.3893	0.7011
0.3838	0.6921
0.3789	0.6862
0.3735	0.6797
0.3671	0.6757
0.3614	0.6742
0.3548	0.6732
0.3484	0.6757
0.3384	0.6792
0.3300	0.6827
0.3202	0.6862
0.3125	0.6901
0.3033	0.6981
0.2969	0.7060
0.2926	0.7155
0.2886	0.7269
0.2863	0.7398
0.2840	0.7567
0.2823	0.7711
0.2800	0.7850
0.2782	0.7960
0.2774	0.8039
0.2774	0.8124
