0.2978	0.7905
0.2978	0.7970
0.2992	0.8039
0.3015	0.8094
0.3047	0.8139
0.3082	0.8168
0.3130	0.8183
0.3194	0.8188
0.3243	0.8173
0.3303	0.8154
0.3358	0.8124
0.3412	0.8079
0.3467	0.8019
0.3530	0.7935
0.3571	0.7855
0.3611	0.7761
0.3640	0.7672
0.3663	0.7587
0.3677	0.7503
0.3683	0.7433
0.3677	0.7383
0.3663	0.7304
0.3597	0.7170
0.3551	0.7115
0.3499	0.7095
0.3441	0.7085
0.3384	0.7095
0.3323	0.7115
0.3243	0.7160
0.3174	0.7204
0.3116	0.7284
0.3064	0.7368
0.3021	0.7508
0.2998	0.7637
0.2987	0.7741
0.2978	0.7836
0.2978	0.7905
