0.361511, 0.708250
0.362991, 0.707891
0.364472, 0.707638
0.365952, 0.707362
0.367433, 0.707197
0.368914, 0.707108
0.370394, 0.707129
0.371875, 0.707254
0.373355, 0.707412
0.374836, 0.707715
0.376317, 0.708006
0.377797, 0.708371
0.377828, 0.708379
0.379278, 0.708791
0.380758, 0.709393
0.382239, 0.710116
0.382707, 0.710397
0.383720, 0.711115
0.385200, 0.712415
0.385201, 0.712416
0.386681, 0.714156
0.386866, 0.714435
0.387877, 0.716453
0.388161, 0.717230
0.388586, 0.718472
0.389085, 0.720491
0.389357, 0.722509
0.389481, 0.724528
0.389428, 0.726547
0.389238, 0.728565
0.388932, 0.730584
0.388541, 0.732603
0.388161, 0.734227
0.388071, 0.734621
0.387466, 0.736640
0.386807, 0.738659
0.386681, 0.739015
0.386107, 0.740678
0.385337, 0.742696
0.385200, 0.743010
0.384480, 0.744715
0.383720, 0.746464
0.383604, 0.746734
0.382689, 0.748752
0.382239, 0.749644
0.381670, 0.750771
0.380758, 0.752459
0.380591, 0.752790
0.379525, 0.754808
0.379278, 0.755234
0.378347, 0.756827
0.377797, 0.757809
0.377201, 0.758846
0.376317, 0.760271
0.375968, 0.760864
0.374836, 0.762659
0.374691, 0.762883
0.373389, 0.764902
0.373355, 0.764951
0.372051, 0.766920
0.371875, 0.767173
0.370629, 0.768939
0.370394, 0.769266
0.369203, 0.770958
0.368914, 0.771344
0.367657, 0.772977
0.367433, 0.773278
0.366223, 0.774995
0.365952, 0.775365
0.364702, 0.777014
0.364472, 0.777303
0.363098, 0.779033
0.362991, 0.779167
0.361511, 0.781051
0.361510, 0.781051
0.360030, 0.782898
0.359888, 0.783070
0.358549, 0.784742
0.358276, 0.785089
0.357069, 0.786596
0.356669, 0.787107
0.355588, 0.788480
0.355071, 0.789126
0.354108, 0.790336
0.353447, 0.791145
0.352627, 0.792136
0.351790, 0.793163
0.351147, 0.793941
0.350133, 0.795182
0.349666, 0.795748
0.348464, 0.797201
0.348185, 0.797539
0.346868, 0.799219
0.346705, 0.799431
0.345242, 0.801238
0.345224, 0.801261
0.343744, 0.803084
0.343604, 0.803257
0.342263, 0.804907
0.341959, 0.805275
0.340782, 0.806718
0.340314, 0.807294
0.339302, 0.808549
0.338675, 0.809313
0.337821, 0.810365
0.337020, 0.811332
0.336341, 0.812154
0.335355, 0.813350
0.334860, 0.813965
0.333729, 0.815369
0.333379, 0.815797
0.332119, 0.817388
0.331899, 0.817657
0.330418, 0.819385
0.330400, 0.819406
0.328938, 0.821192
0.328745, 0.821425
0.327457, 0.823036
0.327131, 0.823444
0.325976, 0.824873
0.325480, 0.825462
0.324496, 0.826633
0.323796, 0.827481
0.323015, 0.828424
0.322107, 0.829500
0.321535, 0.830195
0.320444, 0.831518
