0.7030	-0.9462
0.7036	-0.8859
0.7042	-0.8135
0.7080	-0.7290
0.7130	-0.6647
0.7211	-0.6164
0.7311	-0.5722
0.7436	-0.5480
0.7554	-0.5440
0.7679	-0.5400
0.7816	-0.5480
0.7966	-0.5641
0.8116	-0.5923
0.8247	-0.6244
0.8378	-0.6808
0.8490	-0.7411
0.8615	-0.8255
0.8727	-0.9020
0.8796	-0.9502
0.8852	-1.006
0.8902	-1.099
0.8946	-1.175
0.8983	-1.255
0.9039	-1.344
0.9089	-1.440
0.9133	-1.509
0.9158	-1.613
0.9162	-1.654
0.9158	-1.698
0.9145	-1.758
0.9120	-1.831
0.9070	-1.899
0.9008	-1.935
0.8927	-1.963
0.8852	-1.975
0.8765	-1.975
0.8684	-1.971
0.8546	-1.951
0.8403	-1.915
0.8197	-1.839
0.8047	-1.774
0.7879	-1.694
0.7716	-1.621
0.7585	-1.557
0.7467	-1.473
0.7373	-1.404
0.7273	-1.308
0.7192	-1.231
0.7124	-1.139
0.7055	-1.034
0.7036	-0.9744
0.7030	-0.9462
