0.61870	-0.7125
0.62014	-0.6868
0.62374	-0.6548
0.62733	-0.6357
0.63776	-0.6198
0.65323	-0.6008
0.67050	-0.5818
0.68309	-0.5660
0.69748	-0.5694
0.71151	-0.5793
0.72230	-0.5859
0.73812	-0.6182
0.75215	-0.6601
0.76330	-0.7116
0.77122	-0.7534
0.78165	-0.8177
0.79100	-0.8948
0.79964	-0.9559
0.80647	-1.016
0.81007	-1.087
0.81366	-1.167
0.81654	-1.251
0.82014	-1.334
0.82374	-1.421
0.82589	-1.498
0.82805	-1.584
0.82805	-1.642
0.82841	-1.655
0.82733	-1.700
0.82697	-1.764
0.82553	-1.854
0.82122	-1.908
0.81510	-1.943
0.80503	-1.978
0.79352	-1.991
0.78165	-1.984
0.76690	-1.968
0.75071	-1.936
0.73525	-1.871
0.72482	-1.804
0.71366	-1.714
0.70395	-1.650
0.68956	-1.547
0.67553	-1.431
0.66330	-1.338
0.65179	-1.248
0.64028	-1.152
0.63093	-1.049
0.62661	-0.9787
0.62374	-0.9146
0.62122	-0.8408
0.61942	-0.7702
0.61834	-0.7381
0.61870	-0.7125
