2
41
31
0.1857	0.8416
0.1873	0.8556
0.1911	0.8687
0.1965	0.8794
0.2040	0.8876
0.2147	0.8942
0.2260	0.8991
0.2367	0.9032
0.2475	0.9032
0.2614	0.9024
0.2732	0.8983
0.2840	0.8926
0.3001	0.8835
0.3189	0.8712
0.3366	0.8572
0.3586	0.8400
0.3769	0.8210
0.3908	0.8038
0.3989	0.7898
0.4075	0.7684
0.4134	0.7463
0.4161	0.7249
0.4161	0.7167
0.4144	0.7093
0.4096	0.7002
0.3994	0.6904
0.3812	0.6846
0.3591	0.6821
0.3409	0.6838
0.3146	0.6887
0.2931	0.6953
0.2695	0.7060
0.2491	0.7183
0.2297	0.7347
0.2163	0.7487
0.2072	0.7627
0.1981	0.7783
0.1922	0.7972
0.1879	0.8169
0.1863	0.8326
0.1857	0.8416
0.2190	0.8194
0.2201	0.8326
0.2238	0.8449
0.2319	0.8556
0.2437	0.8621
0.2550	0.8638
0.2695	0.8613
0.2824	0.8572
0.2953	0.8498
0.3092	0.8416
0.3226	0.8309
0.3361	0.8178
0.3479	0.8013
0.3543	0.7857
0.3602	0.7668
0.3618	0.7504
0.3618	0.7421
0.3597	0.7347
0.3554	0.7273
0.3463	0.7216
0.3285	0.7175
0.3108	0.7200
0.2920	0.7265
0.2797	0.7315
0.2636	0.7405
0.2507	0.7520
0.2400	0.7635
0.2260	0.7865
0.2206	0.8013
0.2195	0.8128
0.2190	0.8194
