0.67086	-0.9506
0.67338	-0.9057
0.67733	-0.8577
0.68381	-0.8225
0.69352	-0.8002
0.70215	-0.7940
0.71151	-0.7909
0.72374	-0.8007
0.73417	-0.8201
0.74388	-0.8492
0.75395	-0.8910
0.76474	-0.9457
0.77446	-1.006
0.78237	-1.077
0.78848	-1.170
0.79316	-1.253
0.79820	-1.369
0.79928	-1.494
0.79964	-1.440
0.79928	-1.526
0.79892	-1.561
0.79784	-1.609
0.79496	-1.645
0.79208	-1.677
0.78884	-1.696
0.78381	-1.721
0.77805	-1.728
0.77122	-1.721
0.76007	-1.692
0.74820	-1.638
0.73597	-1.583
0.72338	-1.502
0.71366	-1.438
0.70107	-1.348
0.69208	-1.274
0.68309	-1.184
0.67553	-1.107
0.67238	-1.043
0.67094	-0.9891
0.67086	-0.9506
