0.1377	1.130
0.1382	1.136
0.1396	1.140
0.1420	1.140
0.1445	1.137
0.1513	1.122
0.1634	1.088
0.1755	1.055
0.1886	1.016
0.2051	0.9725
0.2235	0.9275
0.2405	0.8888
0.2570	0.8550
0.2725	0.8238
0.2870	0.7976
0.3078	0.7639
0.3359	0.7202
0.3543	0.6915
0.3708	0.6665
0.3786	0.6515
0.3805	0.6465
0.3825	0.6390
0.3815	0.6352
0.3781	0.6315
0.3713	0.6314
0.3583	0.6351
0.3423	0.6451
0.3210	0.6650
0.3006	0.6887
0.2779	0.7199
0.2599	0.7486
0.2425	0.7798
0.2192	0.8235
0.2052	0.8548
0.1863	0.9060
0.1678	0.9611
0.1562	1.007
0.1484	1.044
0.1426	1.074
0.1401	1.093
0.1387	1.108
0.1382	1.122
0.1377	1.130
