0.2085	-1.182
0.2114	-1.250
0.2152	-1.314
0.2180	-1.367
0.2219	-1.403
0.2295	-1.432
0.2371	-1.460
0.2466	-1.464
0.2514	-1.453
0.2685	-1.400
0.2752	-1.382
0.2809	-1.385
0.2895	-1.364
0.3028	-1.285
0.3219	-1.178
0.3333	-1.078
0.3514	-0.9392
0.3628	-0.8035
0.3723	-0.7000
0.3752	-0.6607
0.3771	-0.6071
0.3761	-0.5785
0.3752	-0.5250
0.3723	-0.4785
0.3666	-0.4428
0.3590	-0.4178
0.3161	-0.4178
0.3066	-0.4285
0.2961	-0.4428
0.2847	-0.4642
0.2676	-0.5321
0.2561	-0.5928
0.2466	-0.6678
0.2352	-0.7607
0.2276	-0.8607
0.2190	-0.9928
0.2142	-1.060
0.2095	-1.142
0.2085	-1.182
